GO NO,ARREST BOOKING NO_PK,PIN,AGE,SEX,RACE,ETHNICITY,ARREST DATE,ARREST TIME,BT,ARREST REASON,ARREST TYPE,SUMMARY OF FACTS,ARREST OFFICER,ARREST OFFICER NAME,CURRENT STATUS,YOUNG OFFENDER?
SJ2020202750901,SJ202014649,191824646,44,M,H,H,10/3/2020,1635,X4,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),4762,LOPEZ,CHARGED/BOOKED,N
SJ2020202770001,SJ202014456,442205320,36,M,A,A,10/3/2020,22,N5,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2020202770006,SJ202014458,442277027,26,M,H,H,10/3/2020,17,P1,ON VIEW,ON VIEW ARREST,DUI AND CAUSING BODILY INJURY TO ANOTHER PERSON (ONVW),,,CHARGED/BOOKED,N
SJ2020202770013,SJ202014465,441900321,69,M,A,A,10/3/2020,58,W2,ON VIEW,ON VIEW ARREST,DUI ALCOHOL/DRUGS (ONVW),,,CHARGED/BOOKED,N
SJ2020202770029,SJ202014469,441807947,45,M,H,H,10/3/2020,136,V1,ON VIEW,ON VIEW ARREST,FORCE/ADW NOT FIREARM:GBI LIKELY (ONVW),,,CHARGED/BOOKED,N
SJ2020202770062,SJ202014482,442195445,37,M,H,H,10/3/2020,245,C6,ON VIEW,ON VIEW ARREST,THEFT OR UNAUTHORIZED USE OF VEHICLE (ONVW),,,CHARGED/BOOKED,N
SJ2020202770063,SJ202014982,441878118,30,M,A,A,10/3/2020,120,X4,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM-DEFACES WITH PAINT OR ANY OTHER LIQUID (CITE),4807,TAYLOR,CITED,N
SJ2020202770070,SJ202014467,441766096,29,M,H,H,10/3/2020,128,T3,ON VIEW,ON VIEW ARREST,POSSESS UNLAWFUL PARAPHERNALIA (ONVW),,,CHARGED/BOOKED,N
SJ2020202770099,SJ202015961,441872300,46,M,H,H,10/3/2020,149,E2,ON VIEW,ON VIEW ARREST,DRIVING/TAKING VEHICLE W/O OWNERS PERMISSION (ONVW),,,CHARGED/BOOKED,N
SJ2020202770105,SJ202014475,441795017,57,M,H,H,10/3/2020,242,L5,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),,,CHARGED/BOOKED,N
SJ2020202770122,SJ202014477,442183511,37,M,H,H,10/3/2020,921,,ON VIEW,ON VIEW ARREST,RAPE:NOT SPECIFIED (ONVW),,,CHARGED/BOOKED,N
SJ2020202770124,SJ202014479,441893117,33,M,W,W,10/3/2020,235,K2,ON VIEW,ON VIEW ARREST,DISORDERLY CONDUCT/ALCOHOL (ONVW),,,CHARGED/BOOKED,N
SJ2020202770145,SJ202014462,441999587,48,M,H,H,10/3/2020,335,N5,ON VIEW,ON VIEW ARREST,ATT BURG;UNSPECIFIED (ONVW),3828,BENITEZ,CHARGED/BOOKED,N
SJ2020202770149,SJ202015935,442233011,56,F,H,H,10/3/2020,340,X2,LOCAL ARREST WARRANT,TAKEN INTO CUSTODY/WARRANT ARREST ONLY,ASSAULT WITH A DEADLY WEAPON OR GREAT BODILY INJURY (LWAR),4507,BRYAN,CHARGED/BOOKED,N
SJ2020202770157,SJ202014468,442277048,28,M,W,W,10/3/2020,354,T5,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2020202770188,SJ202014470,442044552,41,M,H,H,10/3/2020,541,T1,ON VIEW,ON VIEW ARREST,THREATEN CRIME W/INTENT TO TERRORIZE (ONVW),4637,SIRIMAHACHAIKUL,CHARGED/BOOKED,N
SJ2020202770256,SJ202014518,441792392,15,M,H,H,10/3/2020,1149,,ON VIEW,SUMMONED/CITED,POSSESSION OF MARIJUANA,,,CITED,Y
SJ2020202770261,SJ202014478,442037470,50,M,H,H,10/3/2020,856,R4,ON VIEW,ON VIEW ARREST,BURGLARY: FIRST DEGREE (ONVW),,,CHARGED/BOOKED,N
SJ2020202770480,SJ202016528,389546251,36,F,W,W,10/3/2020,1336,N4,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM (CITE),4572,MARROQUIN,CITED,N
SJ2020202770484,SJ202014494,442261930,25,M,H,H,10/3/2020,1403,C4,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2020202770575,SJ202014497,441924290,19,F,H,H,10/3/2020,1755,,ON VIEW,ON VIEW ARREST,FALSE IMPRISONMENT (ONVW),4878,BRAHIMAJ,CHARGED/BOOKED,N
SJ2020202770578,SJ202014498,175309059,40,M,W,W,10/3/2020,1553,L4,ON VIEW,ON VIEW ARREST,INDECENT EXPOSURE (ONVW),,,CHARGED/BOOKED,N
SJ2020202770638,SJ202014486,442059059,60,M,H,H,10/3/2020,1707,C1,ON VIEW,ON VIEW ARREST,ROBBERY (ONVW),4706,SANTANA,OTHER,N
SJ2020202770672,SJ202014550,441838343,40,M,H,H,10/3/2020,1758,X5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4776,GON,CITED,N
SJ2020202770728,SJ202014552,442000705,40,F,H,H,10/3/2020,1841,F5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4673,LINDENBERG,CITED,N
SJ2020202770728,SJ202015936,441824315,48,M,H,H,10/3/2020,1831,F5,LOCAL BENCH WARRANT,TAKEN INTO CUSTODY/WARRANT ARREST ONLY,THREATS TO COMMIT CRIME RESULTING IN DEATH OR GBI (LBWR),4673,LINDENBERG,CHARGED/BOOKED,N
SJ2020202770753,SJ202015962,442224623,23,M,H,H,10/3/2020,2044,R3,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),4679,THOMPSON III,CHARGED/BOOKED,N
SJ2020202770786,SJ202019571,203883522,41,M,H,H,10/3/2020,2140,N6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4676,SORENG,CITED,N
SJ2020202770875,SJ202014487,441847234,30,M,H,H,10/3/2020,2141,W3,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON (PUNISHMENT) (ONVW),4552,ADGAR,CHARGED/BOOKED,N
SJ2020202770883,SJ202014554,441766093,41,F,W,W,10/3/2020,2128,F2,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4681,CARON,CITED,N
SJ2020202770893,SJ202014488,60031239,28,M,H,H,10/3/2020,2201,L2,ON VIEW,ON VIEW ARREST,POSSESSION OF A SAPS AND SIMILAR WEAPONS (ONVW),4786,VASQUEZ,CHARGED/BOOKED,N
SJ2020202770920,SJ202014484,441743431,30,F,W,W,10/3/2020,2141,S1,ON VIEW,ON VIEW ARREST,BATTERY (ONVW),4522,HANADA,CHARGED/BOOKED,N
SJ2020202770920,SJ202014485,441739332,52,M,W,W,10/3/2020,2141,S1,ON VIEW,ON VIEW ARREST,BATTERY (ONVW),4441,OLIVERI,CHARGED/BOOKED,N
SJ2020202770946,SJ202014551,442006206,40,M,B,B,10/3/2020,2239,F4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4673,LINDENBERG,CITED,N
SJ2020202770953,SJ202014490,441880153,22,M,B,B,10/3/2020,2210,K6,ON VIEW,ON VIEW ARREST,DRIVING UNDER THE INFLUENCE OF ALCOHOL/DRUG (ONVW),4464,MARKEL,CHARGED/BOOKED,N
SJ2020202770974,SJ202014489,442264049,20,M,H,H,10/3/2020,2225,C3,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2020202770977,SJ202014483,118882821,34,M,V,V,10/3/2020,2236,M4,ON VIEW,ON VIEW ARREST,APPROPRIATE LOST PROP OVER $400 (ONVW),4559,BROWER,CHARGED/BOOKED,N
SJ2020202770983,SJ202016543,442277128,18,M,O,O,10/3/2020,2030,X1,CRIMINAL CITATION,SUMMONED/CITED,RECKLESS DRIVING (CITE),3776,WINCO,CITED,N
SJ2020202771046,SJ202016370,442277193,21,M,H,H,10/3/2020,2321,P3,CRIMINAL CITATION,SUMMONED/CITED,DRIVING WHEN PRIVILEGE SUSPENDED/REVOKED FOR OTHER REASON (CITE),4813,PEREZ,CITED,N
SJ2020202771048,SJ202014491,442134746,53,M,H,H,10/3/2020,2324,X3,ON VIEW,ON VIEW ARREST,VIO CRT ORD TO PREVNT DOMES VIOL (ONVW),4538,THOMSEN,CHARGED/BOOKED,N
SJ2020202771085,SJ202014509,442277202,38,M,A,A,10/3/2020,2344,C6,ON VIEW,ON VIEW ARREST,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (ONVW),4597,EITEL,CHARGED/BOOKED,N
SJ2020J3434485 C,SJ202016528,389546251,36,F,W,W,10/3/2020,1336,N4,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM (CITE),4572,MARROQUIN,CITED,N
SJ2020J3448222 C,SJ202019571,203883522,41,M,H,H,10/3/2020,2140,N6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4676,SORENG,CITED,N
SJ2020J3452171 C,SJ202014554,441766093,41,F,W,W,10/3/2020,2128,F2,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4681,CARON,CITED,N
SJ2020J3463831 C,SJ202016543,442277128,18,M,O,O,10/3/2020,2030,X1,CRIMINAL CITATION,SUMMONED/CITED,RECKLESS DRIVING (CITE),3776,WINCO,CITED,N
SJ2020J3463957 C,SJ202014550,441838343,40,M,H,H,10/3/2020,1758,X5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4776,GON,CITED,N
SJ2020J3466245 C,SJ202014982,441878118,30,M,A,A,10/3/2020,120,X4,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM-DEFACES WITH PAINT OR ANY OTHER LIQUID (CITE),4807,TAYLOR,CITED,N
SJ2020J3467788 C,SJ202014552,442000705,40,F,H,H,10/3/2020,1841,F5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4673,LINDENBERG,CITED,N
SJ2020J3467789 C,SJ202014551,442006206,40,M,B,B,10/3/2020,2239,F4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4673,LINDENBERG,CITED,N
SJ2020WARRANT C,SJ202016370,442277193,21,M,H,H,10/3/2020,2321,P3,CRIMINAL CITATION,SUMMONED/CITED,DRIVING WHEN PRIVILEGE SUSPENDED/REVOKED FOR OTHER REASON (CITE),4813,PEREZ,CITED,N
SJ2020202770380,SJ202014577,441918723,39,M,H,H,10/4/2020,1954,W1,ON VIEW,ON VIEW ARREST,VEH THEFT W/PRIOR VEHICLE THEFT (ONVW),4650,BALABUROVA,CHARGED/BOOKED,N
SJ2020202780009,SJ202016685,441888353,26,M,W,W,10/4/2020,1237,T4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS NARC CONTROL SUBSTANCE (CITE),,,CITED,N
SJ2020202780020,SJ202014557,442029834,36,M,H,H,10/4/2020,145,C1,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),4678,EVANS,CITED,N
SJ2020202780050,SJ202016521,441871688,39,M,H,H,10/4/2020,51,E3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4738,ADDY,CITED,N
SJ2020202780085,SJ202014566,442022137,19,M,H,H,10/4/2020,130,L6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CANNABIS FOR SALE-18 OR OVER (CITE),4466,NGUYEN,CITED,N
SJ2020202780132,SJ202014564,441750548,18,M,W,W,10/4/2020,237,T5,CRIMINAL CITATION,SUMMONED/CITED,RECKLESS DRIVING (CITE),4592,ELLS,CITED,N
SJ2020202780223,SJ202016523,442167587,28,M,W,W,10/4/2020,711,T4,CRIMINAL CITATION,SUMMONED/CITED,TAMPER/ETC WITH IGNITION INTERLOCK DEVICE (CITE),4691,ASHER,CITED,N
SJ2020202780256,SJ202014526,442277076,29,M,B,B,10/4/2020,837,R3,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),4687,VENEZIO,CHARGED/BOOKED,N
SJ2020202780320,SJ202016525,441866807,37,M,H,H,10/4/2020,1052,X2,CRIMINAL CITATION,SUMMONED/CITED,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (CITE),4780,AYALA,CITED,N
SJ2020202780339,SJ202016754,442060518,37,M,H,H,10/4/2020,1051,C1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4772,NUNO LIZAOLA,CITED,N
SJ2020202780345,SJ202014493,270205193,48,M,H,H,10/4/2020,1104,L4,ON VIEW,ON VIEW ARREST,VANDALISM ($400.00 OR MORE) (ONVW),4545,ORTEGA,CHARGED/BOOKED,N
SJ2020202780353,SJ202016365,442149533,48,M,A,A,10/4/2020,1124,K3,OUT OF COUNTY WARRANT,TAKEN INTO CUSTODY/WARRANT ARREST ONLY,BATTERY (OWAR),4751,MAZIARZ,CHARGED/BOOKED,N
SJ2020202780390,SJ202014495,180814083,53,M,W,W,10/4/2020,1205,,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2020202780409,SJ202014556,442277248,23,M,H,H,10/4/2020,1225,C1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4531,FERNANDEZ,CITED,N
SJ2020202780421,SJ202014496,442032806,49,M,A,A,10/4/2020,1237,T3,ON VIEW,ON VIEW ARREST,VANDALISM (ONVW),4821,ANDERSON,CHARGED/BOOKED,N
SJ2020202780435,SJ202015292,441815878,60,M,W,W,10/4/2020,1200,W1,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),3719,RUYBAL,CITED,N
SJ2020202780453,SJ202014555,442112226,39,F,H,H,10/4/2020,1350,L3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4883,LEMONS,CITED,N
SJ2020202780453,SJ202014559,441761161,36,M,H,H,10/4/2020,1352,L3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4857,MADERA ARROYO,CITED,N
SJ2020202780499,SJ202014565,60031239,28,M,H,H,10/4/2020,1438,C3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4549,KOSKA,CITED,N
SJ2020202780538,SJ202016687,442212299,26,M,H,H,10/4/2020,1646,F3,CRIMINAL CITATION,SUMMONED/CITED,VAND (DMAGE $400 OR MORE) (CITE),4670,GRANT,CITED,N
SJ2020202780555,SJ202014563,441952891,52,M,W,W,10/4/2020,1607,E1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4756,CHAVEZ,CITED,N
SJ2020202780599,SJ202014506,442277196,34,M,B,B,10/4/2020,1642,P3,ON VIEW,ON VIEW ARREST,ROBBERY (ONVW),,,CHARGED/BOOKED,N
SJ2020202780611,SJ202014507,442277198,28,M,W,H,10/4/2020,1646,E4,ON VIEW,ON VIEW ARREST,TRESPASS:CLOSED LANDS (ONVW),4698,TAKTEJEVA,CHARGED/BOOKED,N
SJ2020202780618,SJ202015971,442055791,22,F,B,B,10/4/2020,1721,P1,LOCAL BENCH WARRANT,TAKEN INTO CUSTODY/WARRANT ARREST ONLY,POSSESS CONTROLLED SUBSTANCE (LBWR),4808,FERNANDEZ JR,CHARGED/BOOKED,N
SJ2020202780636,SJ202014508,356516118,51,M,V,V,10/4/2020,1918,L6,ON VIEW,ON VIEW ARREST,TRESPASS:CLOSED LANDS (ONVW),,,CHARGED/BOOKED,N
SJ2020202780652,SJ202014510,441774153,26,M,B,B,10/4/2020,1759,E2,ON VIEW,ON VIEW ARREST,VIO CRT ORD TO PREVNT DOMES VIOL (ONVW),4730,PUJOLS,CHARGED/BOOKED,N
SJ2020202780672,SJ202014560,442072599,27,F,B,B,10/4/2020,1902,Y4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4822,CHANGEUR JR,CITED,N
SJ2020202780673,SJ202014562,442043125,46,M,A,A,10/4/2020,1756,C3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4551,FALKNER,CITED,N
SJ2020202780681,SJ202014511,442196046,73,M,B,B,10/4/2020,1752,P1,ON VIEW,ON VIEW ARREST,FAILURE TO REGISTER AS A SEX OFFENDER WITH 2 OR MORE PRIORS (ONVW),4530,REYES,CHARGED/BOOKED,N
SJ2020202780729,SJ202014512,441764937,21,F,H,H,10/4/2020,1859,M2,ON VIEW,ON VIEW ARREST,DISORDERLY CONDUCT/ALCOHOL (ONVW),,,CHARGED/BOOKED,N
SJ2020202780736,SJ202014513,442277205,45,F,A,C,10/4/2020,2057,Y4,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4822,CHANGEUR JR,CHARGED/BOOKED,N
SJ2020202780749,SJ202014520,441875274,21,M,H,H,10/4/2020,1858,,ON VIEW,ON VIEW ARREST,FELON/ETC POSS/ETC FIREARM (ONVW),4805,BURLYGA,CHARGED/BOOKED,N
SJ2020202780749,SJ202015617,442277233,19,M,H,H,10/4/2020,1952,F5,CRIMINAL CITATION,SUMMONED/CITED,POSS/ETC SWITCH BLADE IN A VEHICLE (CITE),4672,KHOO,CITED,N
SJ2020202780749,SJ202014521,441763679,22,M,H,H,10/4/2020,1858,F5,ON VIEW,ON VIEW ARREST,DRIVER ALLOWING GUN IN CAR (ONVW),4673,LINDENBERG,CHARGED/BOOKED,N
SJ2020202780755,SJ202014946,442090742,38,M,H,H,10/4/2020,1858,A3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4811,SEVILLANO JR,CITED,N
SJ2020202780784,SJ202016526,441739244,32,M,W,W,10/4/2020,1946,T5,CRIMINAL CITATION,SUMMONED/CITED,TRESPASS BY ENTERING AND OCCUPYING PROPERTY (CITE),4599,HUA,CITED,N
SJ2020202780796,SJ202014561,442125499,29,M,W,W,10/4/2020,2004,Y4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4822,CHANGEUR JR,CITED,N
SJ2020202780799,SJ202014577,441918723,39,M,H,H,10/4/2020,1954,W1,ON VIEW,ON VIEW ARREST,VEH THEFT W/PRIOR VEHICLE THEFT (ONVW),4650,BALABUROVA,CHARGED/BOOKED,N
SJ2020202780841,SJ202014514,442230508,56,M,W,W,10/4/2020,1950,E2,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON (PUNISHMENT) (ONVW),4730,PUJOLS,CHARGED/BOOKED,N
SJ2020202780876,SJ202014524,237830410,33,M,H,H,10/4/2020,2321,,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2020J3442535 C,SJ202015292,441815878,60,M,W,W,10/4/2020,1200,W1,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),3719,RUYBAL,CITED,N
SJ2020J3459015 C,SJ202014563,441952891,52,M,W,W,10/4/2020,1607,E1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4756,CHAVEZ,CITED,N
SJ2020J3464045 C,SJ202014557,442029834,36,M,H,H,10/4/2020,145,C1,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),4678,EVANS,CITED,N
SJ2020J3464191 C,SJ202014566,442022137,19,M,H,H,10/4/2020,130,L6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CANNABIS FOR SALE-18 OR OVER (CITE),4466,NGUYEN,CITED,N
SJ2020J3465265 C,SJ202014555,442112226,39,F,H,H,10/4/2020,1350,L3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4883,LEMONS,CITED,N
SJ2020J3465266 C,SJ202014559,441761161,36,M,H,H,10/4/2020,1352,L3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4857,MADERA ARROYO,CITED,N
SJ2020J3466125 C,SJ202014562,442043125,46,M,A,A,10/4/2020,1756,C3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4551,FALKNER,CITED,N
SJ2020J3467790 C,SJ202015617,442277233,19,M,H,H,10/4/2020,1952,F5,CRIMINAL CITATION,SUMMONED/CITED,POSS/ETC SWITCH BLADE IN A VEHICLE (CITE),4672,KHOO,CITED,N
SJ2020J3470852 C,SJ202014556,442277248,23,M,H,H,10/4/2020,1225,C1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4531,FERNANDEZ,CITED,N
SJ2020J3471388 C,SJ202014946,442090742,38,M,H,H,10/4/2020,1858,A3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4811,SEVILLANO JR,CITED,N
SJ2020J3471683 C,SJ202016754,442060518,37,M,H,H,10/4/2020,1051,C1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4772,NUNO LIZAOLA,CITED,N
SJ2020J3471709 C,SJ202014565,60031239,28,M,H,H,10/4/2020,1438,C3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4549,KOSKA,CITED,N
SJ2020J3473131 C,SJ202014564,441750548,18,M,W,W,10/4/2020,237,T5,CRIMINAL CITATION,SUMMONED/CITED,RECKLESS DRIVING (CITE),4592,ELLS,CITED,N
SJ2020J3473553 C,SJ202014560,442072599,27,F,B,B,10/4/2020,1902,Y4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4822,CHANGEUR JR,CITED,N
SJ2020J3473554 C,SJ202014561,442125499,29,M,W,W,10/4/2020,2004,Y4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4822,CHANGEUR JR,CITED,N
SJ2020WARRANT C,SJ202016521,441871688,39,M,H,H,10/4/2020,51,E3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4738,ADDY,CITED,N
SJ2020WARRANT C,SJ202016523,442167587,28,M,W,W,10/4/2020,711,T4,CRIMINAL CITATION,SUMMONED/CITED,TAMPER/ETC WITH IGNITION INTERLOCK DEVICE (CITE),4691,ASHER,CITED,N
SJ2020WARRANT C,SJ202016525,441866807,37,M,H,H,10/4/2020,1052,X2,CRIMINAL CITATION,SUMMONED/CITED,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (CITE),4780,AYALA,CITED,N
SJ2020WARRANT C,SJ202016687,442212299,26,M,H,H,10/4/2020,1646,F3,CRIMINAL CITATION,SUMMONED/CITED,VAND (DMAGE $400 OR MORE) (CITE),4670,GRANT,CITED,N
SJ2020WARRANT C,SJ202016526,441739244,32,M,W,W,10/4/2020,1946,T5,CRIMINAL CITATION,SUMMONED/CITED,TRESPASS BY ENTERING AND OCCUPYING PROPERTY (CITE),4599,HUA,CITED,N
SJ2020WARRANT C,SJ202016685,441888353,26,M,W,W,10/4/2020,1237,T4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS NARC CONTROL SUBSTANCE (CITE),,,CITED,N
SJ2016163570486,SJ202014692,441931601,41,F,W,W,10/5/2020,1545,V1,CRIMINAL CITATION,SUMMONED/CITED,THEFT/PETTY THEFT PERSONAL PROPERTY (CITE),,,CITED,N
SJ2019192730462,SJ202014693,441915766,21,F,W,W,10/5/2020,935,V1,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),3683,OCHOA JR,CITED,N
SJ2020201070570,SJ202016502,441987788,22,M,H,H,10/5/2020,1901,S5,ON VIEW,ON VIEW ARREST,WHO COMMIT AN ASSAULT BY MEANS OF FORCE TO GREAT BODILY INJURY (ONVW),,,CHARGED/BOOKED,N
SJ2020202780558,SJ202014574,441773372,22,M,H,H,10/5/2020,1017,L2,ON VIEW,ON VIEW ARREST,DRIVING/TAKING VEHICLE W/O OWNERS PERMISSION (ONVW),,,CHARGED/BOOKED,N
SJ2020202790007,SJ202014519,81854727,34,F,H,H,10/5/2020,45,,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),4871,MONTEON,CHARGED/BOOKED,N
SJ2020202790013,SJ202014572,459017,34,M,H,H,10/5/2020,18,L1,ON VIEW,ON VIEW ARREST,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (ONVW)",4892,GOTTWALS,CHARGED/BOOKED,N
SJ2020202790058,SJ202014584,442062737,20,M,H,H,10/5/2020,208,C1,ON VIEW,ON VIEW ARREST,CARRY CONCEALED WEAPON IN VEHICLE (ONVW),4516,DELAROCHA,CHARGED/BOOKED,N
SJ2020202790070,SJ202014517,441975248,24,M,H,H,10/5/2020,244,K5,ON VIEW,ON VIEW ARREST,CONTEMPT:DISOBEY CRT ORDR (ONVW),,,CHARGED/BOOKED,N
SJ2020202790082,SJ202014567,441913178,47,M,W,W,10/5/2020,308,F1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4761,HUCHIYAMA,CITED,N
SJ2020202790099,SJ202014523,442098115,23,F,H,H,10/5/2020,357,V2,ON VIEW,ON VIEW ARREST,VANDALISM (ONVW),,,CHARGED/BOOKED,N
SJ2020202790103,SJ202014585,441981570,56,M,B,B,10/5/2020,722,P2,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON (PUNISHMENT) (ONVW),,,CHARGED/BOOKED,N
SJ2020202790110,SJ202015616,442028345,42,M,H,H,10/5/2020,450,L1,CRIMINAL CITATION,SUMMONED/CITED,USE/UNDER INFL CONTRLD SUBSTANCE (CITE),4892,GOTTWALS,CITED,N
SJ2020202790112,SJ202015618,29884678,30,M,H,H,10/5/2020,1653,C4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4770,BARRIENTEZ,CITED,N
SJ2020202790189,SJ202014576,442113677,37,M,A,A,10/5/2020,847,S1,ON VIEW,ON VIEW ARREST,POSSESS PERSONAL IDENTIFYING INFO WITHOUT AUTHORIZATION W/PR (ONVW),4890,DIAZ,CHARGED/BOOKED,N
SJ2020202790189,SJ202014575,441857119,34,M,A,O,10/5/2020,847,S1,ON VIEW,ON VIEW ARREST,"FORGERY OF INSTRUMENT OTHER THAN A CHECK, MONEY ORDER, ETC. (ONVW)",4842,LEDESMA,CHARGED/BOOKED,N
SJ2020202790200,SJ202014570,442155850,38,F,A,A,10/5/2020,930,S1,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2020202790203,SJ202014599,441751780,22,M,H,H,10/5/2020,825,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4837,OCEGUEDA,CITED,N
