INCIDENT NO,RPT DATE,RPT TIME,INCIDENT TYPE DESCRIPTION
210030691,1/3/2021,1846,459 PC BURGLARY VEHICLE>$950
210030695,1/3/2021,1852,459 PC BURG RESD-NO FORCE
210030708,1/3/2021,1909,273.5(A) PC DV MINOR INJURY
210030709,1/3/2021,1904,1182 VEH ACCIDENT-PROPERTY DMG
210030717,1/3/2021,1921,273.6APC DV RESTRAIN ORD VIOL
210030721,1/3/2021,1924,273.5(A) PC DV SBI OR WEAPON
210030723,1/3/2021,1929,459 PC BURG RESD-FORCE
210030737,1/3/2021,2038,288(A) PC L&L W/ UNDER 14YRS
210030750,1/3/2021,2012,OTHER FELONY
210030753,1/3/2021,2012,1180 VEH ACCIDENT-MAJOR INJURY
210030763,1/3/2021,2306,10851(A) VC VEHICLE THEFT
210030767,1/3/2021,2030,1182 VEH ACCIDENT-PROPERTY DMG
210030776,1/3/2021,2034,PROPERTY FOUND-GENERAL
210030779,1/3/2021,2038,5150 WI 72 HR MENTAL HOLD
210030784,1/3/2021,2147,20002VC HIT AND RUN-PROP DMG
210030792,1/3/2021,2050,647.6A1 PC ANNOY/MOLEST MINOR
210030793,1/3/2021,2215,10851(A) VC VEHICLE THEFT
210030819,1/3/2021,2125,594 PC VANDALISM-<$400
210030836,1/3/2021,2202,11364 HS DRUG PARAPHERNALIA
210030848,1/3/2021,2210,20002VC HIT AND RUN-PROP DMG
210030855,1/3/2021,2218,647(F) PC DRUNK IN PUBLIC
210030861,1/3/2021,2223,23103(A) VC RECKLESS DRIVING
210030866,1/3/2021,2229,20002VC HIT AND RUN-PROP DMG
210030872,1/3/2021,2237,273.5(A) PC DV MINOR INJURY
210030883,1/3/2021,2256,459 PC BURG COMM-FORCE
210030894,1/3/2021,2312,459 PC BURGLARY VEHICLE<$950
210030897,1/3/2021,2332,10851(A) VC VEHICLE THEFT
210030900,1/3/2021,2332,290 SEX REGISTRATION
210030905,1/3/2021,2326,479 POSN/RECV COUNTRFEIT MONEY
210030922,1/3/2021,2355,242 PC BATTERY
210033200,1/3/2021,0949,459 PC BURGLARY VEHICLE<$950
210033201,1/3/2021,0805,484PC PETTY THEFT OTHER
210033202,1/3/2021,1014,PROPERTY LOST
210033203,1/3/2021,0142,10852 VC VEHICLE TAMPERING
210033204,1/3/2021,1215,484PC PETTY THEFT FROM BLDG
210033205,1/3/2021,1205,459 PC BURGLARY VEHICLE>$950
210033206,1/3/2021,1141,459 PC BURGLARY VEHICLE<$950
210033207,1/3/2021,1257,10852 VC VEHICLE TAMPERING
210033208,1/3/2021,1156,459PC BURG VEH PARTS/ACC>$950
210033209,1/3/2021,1234,459 PC BURGLARY VEHICLE<$950
210033210,1/3/2021,1304,10852 VC VEHICLE TAMPERING
210033211,1/3/2021,1237,459 PC BURGLARY VEHICLE<$950
210033212,1/3/2021,1123,459 PC BURGLARY VEHICLE<$950
210033213,1/3/2021,1326,459 PC BURGLARY VEHICLE<$950
210033214,1/3/2021,1004,459PC BURG VEH-PARTS/ACC<$950
210033215,1/3/2021,1538,PROPERTY LOST
210033216,1/3/2021,1327,530.5 PC IDENTITY THEFT
210033217,1/3/2021,1303,459 PC BURGLARY VEHICLE>$950
210033218,1/3/2021,1508,594 PC VANDALISM-GRAFFITI
210033219,1/3/2021,1719,594 PC VANDALISM-<$400
210033220,1/3/2021,1818,10852 VC VEHICLE TAMPERING
210033221,1/3/2021,1845,459 PC BURGLARY VEHICLE<$950
210033222,1/3/2021,1912,10852 VC VEHICLE TAMPERING
210033223,1/3/2021,2135,484PC PETTY THEFT OTHER
210033224,1/3/2021,2142,484PC PETTY THEFT BIKE
210033225,1/3/2021,1850,10852 VC VEHICLE TAMPERING
210033226,1/3/2021,1743,10852 VC VEHICLE TAMPERING
210033227,1/3/2021,2138,459 PC BURGLARY VEHICLE<$950
210033228,1/3/2021,1756,459 PC BURGLARY VEHICLE>$950
210034000,1/3/2021,1036,20002VC HIT AND RUN-PROP DMG
210034001,1/3/2021,2236,20002VC HIT AND RUN-PROP DMG
210039500,1/3/2021,1838,1065A MISSING ADULT
210039501,1/3/2021,2141,1065J MISSING JUVENILE
210039701,1/3/2021,0829,10851(A) VC VEHICLE THEFT
210039702,1/3/2021,1330,20002VC HIT AND RUN-PROP DMG
